,id_,x,y,label
0,12,2.66494005963542,-8.24955709637141,sitting individual
1,13,6.348827789131441,-2.2142516671970767,sitting remote
2,25,15.519356817876856,-5.094738349303008,standing interactive
3,29,20.045835889757605,-8.308342538863368,sitting individual
4,30,19.14445910488092,-5.2710946767788815,sitting individual
5,32,15.970045210315199,-5.114333496800327,standing interactive
6,33,20.829641789650378,-5.2514995292815625,standing interactive
7,39,2.6257497646407812,-9.30769506122665,sitting individual
8,40,15.480166522882218,-2.9392721245978892,sitting interactive
9,41,15.480166522882218,-1.567611799785541,sitting interactive
10,42,15.362595637898302,-2.2730371096890343,sitting interactive
11,43,18.987697924902367,-1.0189476698606017,sitting individual
12,44,4.408908186896834,-8.22996194887409,sitting individual
13,45,10.0719058136221,-2.2142516671970767,sitting individual
