,id_,x,y,label
0,11,7.3386253457771025,-1.867224200404825,sitting interactive
1,12,6.6872680665661175,-2.149479021396252,standing interactive
2,13,7.3386253457771025,-4.689772410319096,sitting interactive
3,14,7.31691343647007,-5.753655966363705,sitting interactive
4,15,11.637583388569606,-4.559500954476898,sitting individual
5,16,5.753655966363705,-8.576204176277976,sitting interactive
6,17,6.491860882802822,-8.597916085585007,sitting interactive
7,18,7.121506252706775,-8.576204176277976,sitting interactive
8,19,5.797079784977771,-10.313156920840603,sitting interactive
9,20,6.383301336267658,-10.248021192919504,sitting interactive
10,21,7.16493007132084,-10.269733102226537,sitting interactive
11,22,4.516077135862832,-8.033406443602154,standing interactive
12,23,5.275993961608982,-8.07683026221622,standing interactive
13,24,6.25302988042546,-11.246769021043015,standing interactive
14,25,4.9720272313105225,-11.333616658271147,standing interactive
15,26,5.558248782600409,-10.942802290744556,standing interactive
16,27,7.3603372550841355,-11.333616658271147,standing interactive
17,28,7.837999259838858,-11.377040476885213,standing interactive
18,29,8.293949355286548,-11.35532856757818,standing interactive
19,30,11.333616658271147,-11.377040476885213,standing interactive
20,31,11.05136183727972,-11.094785655893785,standing interactive
21,32,11.9632620281751,-10.769107016288293,standing interactive
22,33,11.984973937482133,-10.161173555691374,standing interactive
23,34,4.841755775468325,-2.9093958471424015,sitting individual
24,35,17.934037087609134,-9.314409092717092,sitting individual
25,36,9.22756145548896,-8.53278035766391,sitting interactive
26,37,9.22756145548896,-10.29144501153357,sitting interactive
