,id_,x,y,label
0,38,11.333616658271147,-13.439671861053334,sitting individual
1,46,11.35532856757818,-12.245516849166526,sitting individual
2,47,10.551987923217965,-10.334868830147636,sitting individual
3,52,9.379544820638191,-12.57119548877202,standing individual
4,53,2.5185814796158104,-2.6488529354580077,sitting interactive
5,54,2.431733842387679,-4.212110405564372,sitting interactive
6,55,5.536536873293376,-5.970775059434033,sitting interactive
7,56,4.928603412696456,-5.731944057056672,sitting interactive
8,57,5.514824963986343,-4.885179594082391,sitting interactive
9,58,9.922342553314012,-10.313156920840603,sitting interactive
10,59,17.9123251783021,-10.182885464998407,sitting interactive
11,60,17.9774609062232,-9.29269718341006,sitting interactive
12,61,17.217544080477047,-10.942802290744556,sitting interactive
