,id_,x,y,label
0,39,-3.6951655108061687,0.7707707200454585,sitting individual
1,46,-8.229110922838277,4.216569233189861,sitting individual
2,50,-3.6951655108061687,7.0729548427700895,sitting interactive
3,53,-5.0100096802954805,10.45074417473401,sitting individual
4,54,-5.0100096802954805,7.027615388649768,sitting remote
5,55,-6.891597026288805,6.959606207469287,sitting individual
6,56,-6.936936480409126,9.249248640545503,sitting individual
7,57,-6.891597026288805,0.793440447105619,sitting individual
8,59,-5.032679407355641,4.261908687310182,sitting individual
9,60,-11.24418462183963,11.856267252463965,standing individual
10,61,-5.032679407355641,8.093092560477315,sitting individual
11,62,-11.584230527742038,12.309661793667175,standing interactive
