,id_,x,y,label
0,77,15.499761670379536,-2.9784624195925278,sitting remote
1,79,15.40178593289294,-5.114333496800327,sitting individual
2,80,24.20000715918929,-2.5865594696461427,sitting individual
3,81,20.6532854621745,-5.9373296916877365,sitting individual
4,82,19.066078514891643,-6.6819452965858686,sitting individual
5,83,16.773446257705288,-9.523241683697162,sitting individual
6,84,18.968102777405047,-5.9373296916877365,sitting remote
7,86,16.342353012764264,-7.838058998927705,sitting individual
8,87,10.032715518627462,-1.0973282598498786,sitting individual
9,88,20.241787364730797,-11.65911276090496,standing interactive
10,89,19.67352808730854,-11.737493350894239,standing interactive
11,90,20.18300192223884,-8.190771653879452,sitting individual
12,91,19.007293072399683,-1.0973282598498786,sitting individual
