,id_,x,y,label
0,39,-3.6951655108061687,0.7707707200454585,sitting individual
1,46,-8.229110922838277,4.216569233189861,sitting individual
2,50,-3.6951655108061687,7.0729548427700895,sitting interactive
3,53,-5.0100096802954805,10.45074417473401,sitting individual
4,55,-6.891597026288805,6.959606207469287,sitting individual
5,56,-6.936936480409126,9.249248640545503,sitting individual
6,59,-5.032679407355641,4.261908687310182,sitting individual
7,63,-5.41806476737837,4.896661044994677,standing interactive
8,64,-6.574220847446558,4.737972955573554,standing interactive
9,65,-5.826119854461259,0.7027615388649768,sitting individual
