,id_,x,y,label
0,78,6.6655561572590845,-14.02589341234322,standing individual
1,91,15.39374369868629,-5.058874868538654,standing interactive
2,92,15.415455607993323,-8.07683026221622,standing interactive
3,113,14.78581023808937,-5.6450964198285405,standing interactive
4,115,9.59666391370852,-11.377040476885213,standing interactive
5,116,10.378292648761702,-13.895621956501023,standing interactive
6,117,10.877666562823457,-13.960757684422122,standing interactive
7,118,10.573699832524998,-10.248021192919504,sitting individual
8,119,5.493113054679311,-4.863467684775358,sitting interactive
9,120,5.514824963986343,-5.9924869687410665,sitting interactive
10,121,8.749899450734238,-11.398752386192246,standing interactive
