,id_,x,y,label
0,39,-3.6951655108061687,0.7707707200454585,sitting individual
1,40,-3.6951655108061687,7.027615388649768,sitting individual
2,41,-5.0100096802954805,7.027615388649768,sitting interactive
3,42,-5.236706950897085,6.098156579183186,standing interactive
4,43,-5.690101492100297,6.5062116662660765,standing interactive
5,44,-4.9873399532353195,0.793440447105619,sitting individual
6,45,-4.9873399532353195,4.193899506129701,sitting individual
7,46,-8.229110922838277,4.216569233189861,sitting individual
8,47,-6.982275934529447,0.748100992985298,sitting interactive
9,48,-6.936936480409126,1.2241652612486693,sitting interactive
