,id_,x,y,label
0,72,11.268480930350048,-13.483095679667398,sitting interactive
1,78,6.6655561572590845,-14.02589341234322,standing individual
2,81,14.78581023808937,-2.8442601192213033,sitting remote
3,82,10.248021192919504,-2.8442601192213033,sitting interactive
4,83,9.661799641629617,-4.407517589327668,sitting interactive
5,85,9.032154271725664,-11.681007207183672,standing interactive
6,86,5.145722505766785,-11.268480930350048,standing individual
7,87,5.710232147749639,-11.181633293121918,standing individual
8,88,6.274741789732493,-11.398752386192246,standing individual
9,89,7.143218162013807,-4.472653317248767,sitting individual
10,90,5.080586777845687,-5.753655966363705,sitting individual
11,91,15.39374369868629,-5.058874868538654,standing interactive
12,92,15.415455607993323,-8.07683026221622,standing interactive
13,93,10.638835560446095,-11.659295297876639,standing interactive
14,94,7.078082434092709,-12.701466944614216,standing individual
